Invoice Date,Customer ID,Invoice ID,Invoice Amount,Payment Term (Days),Payment Date,Days Delayed,Collected Amount,Outstanding Amount,Credit Note,Region,Segment
7/31/2025,CUST_A,INV-6296,19850.69,30,8/27/2025,-3,19264.36,586.33,0,West,Enterprise
7/31/2025,CUST_D,INV-6332,11146.89,60,12/3/2025,65,10892,227.39,27.5,North,Enterprise
8/1/2025,CUST_A,INV-6502,9744.75,60,9/30/2025,0,9174.13,554.26,16.36,West,Enterprise
8/1/2025,CUST_C,INV-6159,14414.73,30,9/28/2025,28,12636.16,1778.57,0,West,SME
8/1/2025,CUST_D,INV-6108,15784.17,30,10/31/2025,61,13758.08,2026.09,0,South,Mid-Market
8/1/2025,CUST_B,INV-6357,20441.68,30,9/2/2025,2,16943.46,3215.11,283.11,East,Mid-Market
8/2/2025,CUST_A,INV-6909,16775.42,60,10/3/2025,2,14510.38,2265.04,0,South,Mid-Market
8/2/2025,CUST_A,INV-6842,10204.71,45,9/13/2025,-3,9871.19,333.52,0,North,Enterprise
8/2/2025,CUST_E,INV-6549,9775.09,30,8/27/2025,-5,8838.52,936.57,0,East,Mid-Market
8/2/2025,CUST_B,INV-6536,12955.42,30,9/4/2025,3,12319.13,636.29,0,North,SME
8/2/2025,CUST_D,INV-6786,7661.41,45,11/14/2025,59,6786.89,408.98,465.54,North,Mid-Market
8/2/2025,CUST_C,INV-6630,24156.06,45,10/8/2025,22,20370.14,3785.92,0,East,Mid-Market
8/2/2025,CUST_C,INV-6822,22999.54,30,9/26/2025,25,19885.25,2750.35,363.94,East,SME
8/2/2025,CUST_D,INV-6597,20302.84,45,11/12/2025,57,18946.41,1356.43,0,West,SME
8/2/2025,CUST_A,INV-6966,13411.22,45,9/16/2025,0,12044.97,999.33,366.92,North,Enterprise
8/2/2025,CUST_C,INV-6209,13929.63,60,10/17/2025,16,13197.46,732.17,0,East,Mid-Market
8/3/2025,CUST_D,INV-6969,23599.67,60,11/27/2025,56,19053.88,4144.87,400.92,West,Mid-Market
8/3/2025,CUST_A,INV-6734,9474.11,30,8/31/2025,-2,7724.12,1468.23,281.76,West,SME
8/3/2025,CUST_C,INV-6371,20669.51,45,10/6/2025,19,19671.53,997.98,0,East,Mid-Market
8/3/2025,CUST_D,INV-6345,19054.35,45,11/21/2025,65,15550.3,3110.37,393.68,South,Mid-Market
8/3/2025,CUST_E,INV-6488,13000.49,60,10/30/2025,28,12303.57,696.92,0,West,SME
8/3/2025,CUST_B,INV-6739,13616.1,45,9/18/2025,1,12226.25,1137.6,252.25,North,Mid-Market
8/3/2025,CUST_E,INV-6531,11998.95,30,9/24/2025,22,11078.86,920.09,0,West,SME
8/4/2025,CUST_B,INV-6586,18709.31,30,9/6/2025,3,16156.56,2365.38,187.37,North,Enterprise
8/4/2025,CUST_D,INV-6877,10504.3,45,11/17/2025,60,9090.61,1413.69,0,West,Mid-Market
8/4/2025,CUST_B,INV-6361,11648.08,60,10/5/2025,2,10444.31,1110.05,93.72,West,Mid-Market
8/5/2025,CUST_A,INV-6888,11963.42,45,9/16/2025,-3,10189.72,1773.7,0,East,Mid-Market
8/5/2025,CUST_D,INV-6526,16707.92,60,11/29/2025,56,14866.12,1841.8,0,West,Enterprise
8/6/2025,CUST_D,INV-6886,7231.07,45,11/15/2025,56,6474.03,258.48,498.56,West,Mid-Market
8/6/2025,CUST_A,INV-6791,14588.8,30,9/6/2025,1,14365.4,102.02,121.38,North,Mid-Market
8/6/2025,CUST_D,INV-6724,23572.67,45,11/22/2025,63,20038.71,3137.37,396.59,East,SME
8/6/2025,CUST_A,INV-6308,7707.6,60,10/5/2025,0,7656.25,0,194.81,North,SME
8/6/2025,CUST_E,INV-6988,10017.72,45,9/17/2025,-3,9108.94,908.78,0,South,Mid-Market
8/6/2025,CUST_B,INV-6376,16837.81,60,10/8/2025,3,15169.49,1589.75,78.57,South,Mid-Market
8/6/2025,CUST_C,INV-6289,22073.29,30,9/30/2025,25,18271.16,3597.45,204.68,East,Mid-Market
8/6/2025,CUST_D,INV-6281,17106.49,45,11/24/2025,65,15279.7,1648.76,178.03,West,Mid-Market
8/6/2025,CUST_C,INV-6928,24989.53,60,11/3/2025,29,22956.95,1878.33,154.25,West,Mid-Market
8/6/2025,CUST_D,INV-6104,17490.09,45,11/24/2025,65,15240.85,1945.65,303.59,North,Mid-Market
8/7/2025,CUST_C,INV-6605,20093.02,45,10/17/2025,26,17300.25,2792.77,0,East,SME
8/7/2025,CUST_A,INV-6030,19972.76,30,9/4/2025,-2,17004.93,2967.83,0,North,Enterprise
8/7/2025,CUST_D,INV-6997,7833.73,60,12/4/2025,59,6637.79,1195.94,0,West,Enterprise
8/8/2025,CUST_B,INV-6903,16281.54,60,10/6/2025,-1,15023.81,1257.73,0,West,Enterprise
8/8/2025,CUST_E,INV-6455,24858.23,45,10/13/2025,21,24523.73,334.5,0,North,Mid-Market
8/8/2025,CUST_D,INV-6282,20249.32,60,12/4/2025,58,19363.86,885.46,0,East,Mid-Market
8/8/2025,CUST_B,INV-6233,16492.21,45,9/20/2025,-2,13666.85,2583.88,241.48,East,Enterprise
8/9/2025,CUST_D,INV-6050,24205.77,45,11/27/2025,65,22087.07,1905.71,212.99,North,Enterprise
8/9/2025,CUST_B,INV-6650,18411.92,30,9/11/2025,3,16860.12,1515.17,36.63,West,Enterprise
8/9/2025,CUST_B,INV-6763,17691.81,30,9/10/2025,2,16056.21,1188.23,447.37,West,Mid-Market
8/9/2025,CUST_E,INV-6828,15152.98,45,10/7/2025,14,12249.91,2903.07,0,South,SME
8/10/2025,CUST_D,INV-6655,21749.76,60,12/6/2025,58,17846.16,3790.42,113.18,South,Mid-Market
8/10/2025,CUST_E,INV-6616,11644.85,30,9/24/2025,15,9996.99,1333.6,314.26,South,SME
8/10/2025,CUST_B,INV-6809,15056.9,30,9/11/2025,2,12468.91,2200.44,387.55,West,Enterprise
8/10/2025,CUST_A,INV-6684,9310.16,45,9/23/2025,-1,8065.97,1244.19,0,South,Mid-Market
8/10/2025,CUST_C,INV-6804,8071.94,45,10/19/2025,25,6457.6,1614.34,0,South,Mid-Market
8/11/2025,CUST_A,INV-6232,5175.99,30,9/9/2025,-1,4697.68,279.06,199.25,South,Enterprise
8/11/2025,CUST_E,INV-6014,14783.07,30,9/26/2025,16,13528.4,929.41,325.26,West,SME
8/11/2025,CUST_E,INV-6698,8295.26,45,9/24/2025,-1,8015.68,0,371.54,South,Enterprise
8/11/2025,CUST_C,INV-6016,20028.28,30,9/26/2025,16,16128.97,3699.13,200.18,South,Enterprise
8/11/2025,CUST_E,INV-6413,23826.72,60,11/3/2025,24,23683.27,143.45,0,South,SME
8/11/2025,CUST_E,INV-6125,15558.69,45,10/16/2025,21,12923.98,2634.71,0,South,Mid-Market
8/11/2025,CUST_C,INV-6678,14031.26,45,10/20/2025,25,13163.46,681.91,185.89,South,SME
8/13/2025,CUST_A,INV-6490,22997.08,45,9/26/2025,-1,22491.85,505.23,0,East,SME
8/13/2025,CUST_E,INV-6669,6911.04,45,10/18/2025,21,6044.75,612.9,253.39,North,Mid-Market
8/13/2025,CUST_A,INV-6039,18462.41,45,9/24/2025,-3,18182.31,280.1,0,East,SME
8/14/2025,CUST_A,INV-6854,10950.57,30,9/12/2025,-1,10346.16,604.41,0,South,Enterprise
8/14/2025,CUST_D,INV-6430,14838.42,30,11/10/2025,58,12819.23,2019.19,0,West,Mid-Market
8/14/2025,CUST_C,INV-6976,10003.19,45,10/17/2025,19,9667.08,336.11,0,North,Enterprise
8/14/2025,CUST_D,INV-6510,14490.97,45,11/22/2025,55,12527.01,1901.34,62.62,West,Enterprise
8/14/2025,CUST_E,INV-6112,14835.17,60,10/18/2025,5,14005.27,335.91,493.99,South,SME
8/14/2025,CUST_B,INV-6566,23413.32,60,10/14/2025,1,21215.74,1973,224.58,West,SME
8/15/2025,CUST_D,INV-6117,11558.51,30,11/11/2025,58,10547.7,833.85,176.96,East,Mid-Market
8/15/2025,CUST_D,INV-6033,12276.98,45,11/28/2025,60,10109.74,2167.24,0,East,Mid-Market
8/15/2025,CUST_C,INV-6629,21445.36,60,11/12/2025,29,18638.43,2806.93,0,South,Mid-Market
8/15/2025,CUST_A,INV-6291,18666.5,45,9/30/2025,1,17637.35,707.72,321.43,North,Mid-Market
8/16/2025,CUST_D,INV-6380,5687.61,60,12/15/2025,61,5147.15,412.48,127.98,North,Mid-Market
8/16/2025,CUST_D,INV-6116,20437.58,60,12/12/2025,58,17567.58,2870,0,East,Enterprise
8/16/2025,CUST_C,INV-6052,11670.01,30,10/7/2025,22,10724.51,871.45,74.05,East,Enterprise
8/16/2025,CUST_B,INV-6530,5054.16,45,10/1/2025,1,4184.46,869.7,0,East,Mid-Market
8/16/2025,CUST_C,INV-6666,15501.15,30,10/13/2025,28,14581.26,919.89,0,North,SME
8/16/2025,CUST_D,INV-6034,11450.69,45,11/27/2025,58,9396.05,2054.64,0,South,Enterprise
8/16/2025,CUST_E,INV-6229,21804.44,60,11/2/2025,18,17758.28,4046.16,0,South,Enterprise
8/17/2025,CUST_E,INV-6895,12321.08,30,10/8/2025,22,11311.49,1009.59,0,East,Enterprise
8/17/2025,CUST_D,INV-6038,19700.76,45,12/2/2025,62,18763.15,713.34,224.27,West,SME
8/17/2025,CUST_C,INV-6602,11382.88,30,10/16/2025,30,9972.59,1299.98,110.31,West,Mid-Market
8/17/2025,CUST_A,INV-6075,5132.29,60,10/14/2025,-2,4298.74,833.55,0,North,Enterprise
8/17/2025,CUST_A,INV-6755,14703.4,60,10/17/2025,1,12973.23,1730.17,0,North,SME
8/17/2025,CUST_E,INV-6323,6376.22,30,9/14/2025,-2,5415.65,960.57,0,North,SME
8/17/2025,CUST_D,INV-6575,10384.63,30,11/10/2025,55,9558.49,826.14,0,South,SME
8/18/2025,CUST_E,INV-6423,17676.65,45,10/4/2025,2,14377.28,3236.35,63.02,West,Enterprise
8/18/2025,CUST_C,INV-6382,22923.45,60,11/5/2025,19,19873.66,3049.79,0,North,Enterprise
8/18/2025,CUST_C,INV-6156,14265.54,60,11/10/2025,24,13451.38,814.16,0,North,Mid-Market
8/18/2025,CUST_B,INV-6163,7640.34,45,10/3/2025,1,6135.34,1505,0,East,Enterprise
8/18/2025,CUST_C,INV-6599,12775.06,45,10/17/2025,15,12221.75,120.33,432.98,South,Enterprise
8/18/2025,CUST_D,INV-6025,24889.13,60,12/21/2025,65,23635.43,781.6,472.1,West,Mid-Market
8/18/2025,CUST_C,INV-6931,21620.13,30,10/11/2025,24,20103.37,1318.8,197.96,South,SME
8/19/2025,CUST_B,INV-6654,22460.11,60,10/18/2025,0,19080.54,3379.57,0,West,Enterprise
8/19/2025,CUST_E,INV-6836,14033.29,60,10/18/2025,0,12784.62,792.19,456.48,West,Enterprise
8/19/2025,CUST_D,INV-6240,6162.06,30,11/15/2025,58,5699.23,26.35,436.48,East,Mid-Market
8/19/2025,CUST_E,INV-6663,21205.83,60,11/1/2025,14,20977.65,228.18,0,South,Mid-Market
8/20/2025,CUST_A,INV-6996,6266.5,30,9/17/2025,-2,5040.35,1226.15,0,South,SME
8/20/2025,CUST_B,INV-6568,14614.56,60,10/18/2025,-1,12671.8,1462.34,480.42,West,Enterprise
8/20/2025,CUST_D,INV-6264,8816.23,30,11/17/2025,59,8416.22,269.78,130.23,East,Mid-Market
8/20/2025,CUST_A,INV-6615,21628.14,30,9/19/2025,0,20226.52,1401.62,0,North,Enterprise
8/21/2025,CUST_C,INV-6847,8447.88,45,10/24/2025,19,8231.68,88.65,127.55,South,SME
8/22/2025,CUST_E,INV-6805,12719.73,30,9/21/2025,0,12394.68,305.45,19.6,West,SME
8/22/2025,CUST_A,INV-6959,20465.84,30,9/22/2025,1,19747.5,452.19,266.15,North,SME
8/22/2025,CUST_D,INV-6762,23573.6,45,12/7/2025,62,20985.71,2324.67,263.22,North,Mid-Market
8/22/2025,CUST_D,INV-6358,23960.36,45,12/2/2025,57,19856.11,3892.06,212.19,West,SME
8/22/2025,CUST_A,INV-6325,7473.74,60,10/18/2025,-3,7342.83,0,394.21,South,Enterprise
8/22/2025,CUST_A,INV-6821,23830.67,30,9/22/2025,1,23769.91,60.76,0,East,SME
8/22/2025,CUST_D,INV-6065,21200.5,60,12/25/2025,65,19692.78,1507.72,0,West,Enterprise
8/23/2025,CUST_A,INV-6377,20577.1,45,10/8/2025,1,17641.3,2935.8,0,West,Mid-Market
8/23/2025,CUST_E,INV-6491,16338.83,30,10/22/2025,30,14230.03,2108.8,0,East,Mid-Market
8/23/2025,CUST_D,INV-6468,11432.72,45,12/1/2025,55,11047.57,0,460.6,North,Enterprise
8/24/2025,CUST_D,INV-6887,20395.49,60,12/18/2025,56,18873.49,1378.34,143.66,West,SME
8/24/2025,CUST_B,INV-6881,22699.19,30,9/25/2025,2,22214.24,484.95,0,West,Enterprise
8/24/2025,CUST_A,INV-6349,20132.67,30,9/20/2025,-3,17761.35,2371.32,0,West,Mid-Market
8/24/2025,CUST_C,INV-6448,5518.35,60,11/9/2025,17,5421.43,0,238.39,South,Mid-Market
8/24/2025,CUST_C,INV-6516,20051.46,30,10/22/2025,29,19977.77,73.69,0,East,Enterprise
8/24/2025,CUST_D,INV-6835,19285.43,45,12/7/2025,60,18905.08,0,435.24,North,SME
8/24/2025,CUST_E,INV-6588,23653.27,30,9/21/2025,-2,22162.35,1118.88,372.04,East,SME
8/25/2025,CUST_C,INV-6498,13117.02,45,10/29/2025,20,12560.45,158.26,398.31,West,Enterprise
8/25/2025,CUST_B,INV-6338,20857.48,30,9/23/2025,-1,20833.45,24.03,0,West,SME
8/25/2025,CUST_B,INV-6267,16164.72,30,9/26/2025,2,13133.11,2634.38,397.23,West,Enterprise
8/25/2025,CUST_A,INV-6440,7093.15,60,10/25/2025,1,6508.1,585.05,0,South,Enterprise
8/25/2025,CUST_E,INV-6173,6584.87,45,10/30/2025,21,5872.6,286.37,425.9,North,Enterprise
8/26/2025,CUST_D,INV-6024,17942.21,60,12/23/2025,59,17385.31,409.63,147.27,East,Enterprise
8/26/2025,CUST_E,INV-6458,11696.56,60,11/9/2025,15,11183.89,512.67,0,East,Mid-Market
8/26/2025,CUST_D,INV-6022,7970.55,30,11/22/2025,58,7909.31,61.24,0,North,SME
8/27/2025,CUST_B,INV-6087,5295.39,30,9/28/2025,2,5104.96,0,433.29,West,Mid-Market
8/27/2025,CUST_B,INV-6092,12098.96,30,9/27/2025,1,9725.93,2331.06,41.97,West,Enterprise
8/27/2025,CUST_D,INV-6126,24227.15,45,12/14/2025,64,21939.09,2068.26,219.8,South,Enterprise
8/27/2025,CUST_A,INV-6100,22202.77,30,9/27/2025,1,20438.75,1739.6,24.42,East,SME
8/27/2025,CUST_B,INV-6057,18135,45,10/10/2025,-1,17394.66,740.34,0,North,Enterprise
8/27/2025,CUST_C,INV-6815,19106.44,30,10/18/2025,22,16655.63,2190.16,260.65,North,Mid-Market
8/27/2025,CUST_E,INV-6919,22649.48,45,10/14/2025,3,22338.04,311.44,0,West,Mid-Market
8/28/2025,CUST_D,INV-6646,19275.55,30,11/26/2025,60,16391.12,2884.43,0,South,SME
8/28/2025,CUST_A,INV-6692,23884.97,30,9/26/2025,-1,19874.27,4008.69,2.01,West,Enterprise
8/28/2025,CUST_A,INV-6972,5148.23,30,9/25/2025,-2,4550.16,461.69,136.38,West,Mid-Market
8/29/2025,CUST_C,INV-6519,13114.1,45,11/4/2025,22,11246.75,1867.35,0,West,Mid-Market
8/29/2025,CUST_B,INV-6474,24001.42,45,10/16/2025,3,23634.24,4.22,362.96,South,Mid-Market
8/29/2025,CUST_E,INV-6352,9922.1,45,10/27/2025,14,8445.02,1441.73,35.35,North,Enterprise
8/30/2025,CUST_E,INV-6120,16723.5,60,11/12/2025,14,15672.26,1051.24,0,North,Enterprise
8/30/2025,CUST_A,INV-6781,22587.01,45,10/16/2025,2,21745.36,841.65,0,West,SME
8/30/2025,CUST_E,INV-6176,14410.21,45,11/10/2025,27,13573.86,836.35,0,West,Mid-Market
8/30/2025,CUST_C,INV-6249,11076.57,45,11/3/2025,20,8963.71,2112.86,0,North,Mid-Market
8/30/2025,CUST_B,INV-6090,8313.54,30,9/28/2025,-1,8128.85,0,277.16,East,Enterprise
8/30/2025,CUST_C,INV-6160,20736.27,60,11/16/2025,18,17599.58,3129.61,7.08,West,SME
8/30/2025,CUST_E,INV-6260,13182.63,45,10/10/2025,-4,12288.26,878.62,15.75,East,Mid-Market
8/31/2025,CUST_B,INV-6814,21369.14,30,10/2/2025,2,17555.32,3789.09,24.73,West,SME
8/31/2025,CUST_D,INV-6831,11612.13,60,1/2/2026,64,10229.58,1060.6,321.95,East,Mid-Market
8/31/2025,CUST_B,INV-6386,20108.67,45,10/13/2025,-2,16586.94,3125.31,396.42,North,Enterprise
8/31/2025,CUST_A,INV-6562,9785.55,60,10/27/2025,-3,8275.78,1440.38,69.39,West,SME
8/31/2025,CUST_C,INV-6005,18545.41,45,11/9/2025,25,16550.68,1994.73,0,East,Enterprise
8/31/2025,CUST_C,INV-6286,10574.6,30,10/24/2025,24,10180.16,394.44,0,South,SME
8/31/2025,CUST_B,INV-6012,8711.38,60,10/30/2025,0,8349.35,362.03,0,East,Mid-Market
8/31/2025,CUST_E,INV-6554,6789.55,30,10/21/2025,21,5542.62,1161.68,85.25,West,SME
9/1/2025,CUST_E,INV-6787,19131.48,45,11/14/2025,29,16363.94,2375.07,392.47,West,SME
9/1/2025,CUST_C,INV-6682,12839.56,30,10/29/2025,28,10603.32,1860.79,375.45,West,SME
9/1/2025,CUST_C,INV-6618,11497.06,30,10/16/2025,15,11135.62,361.44,0,North,SME
9/2/2025,CUST_E,INV-6055,19299.29,60,11/2/2025,1,16541.45,2623.9,133.94,East,SME
9/2/2025,CUST_A,INV-6901,13603.88,60,10/29/2025,-3,13293.85,310.03,0,North,Enterprise
9/2/2025,CUST_B,INV-6994,16667.15,60,11/1/2025,0,15389.25,1277.9,0,North,Mid-Market
9/3/2025,CUST_B,INV-6306,14476.7,60,11/3/2025,1,12745.72,1488.08,242.9,West,SME
9/3/2025,CUST_C,INV-6049,24179.54,30,10/25/2025,22,20314.59,3554.35,310.6,North,Mid-Market
9/3/2025,CUST_E,INV-6913,21476.47,45,10/19/2025,1,21271.27,0,418.85,West,SME
9/3/2025,CUST_B,INV-6947,15047.52,45,10/20/2025,2,14743.3,150.44,153.78,North,Mid-Market
9/3/2025,CUST_D,INV-6161,6030.16,60,1/3/2026,62,5505.58,524.58,0,West,SME
9/3/2025,CUST_A,INV-6693,10887.18,60,11/3/2025,1,10574.15,313.03,0,South,Mid-Market
9/3/2025,CUST_B,INV-6671,16200.55,30,10/1/2025,-2,15622.67,459.71,118.17,North,Mid-Market
9/3/2025,CUST_D,INV-6603,22611.25,45,12/16/2025,59,18488.37,3689.05,433.83,East,Mid-Market
9/3/2025,CUST_E,INV-6190,16468.59,45,10/25/2025,7,13262.82,3205.77,0,North,SME
9/3/2025,CUST_E,INV-6360,5331.87,60,11/2/2025,0,5088.3,243.57,0,North,Mid-Market
9/3/2025,CUST_E,INV-6771,5137.19,30,9/29/2025,-4,5039.82,0,283.45,North,Mid-Market
9/4/2025,CUST_C,INV-6110,8286.71,60,11/23/2025,20,7107.59,1179.12,0,North,SME
9/4/2025,CUST_D,INV-6135,21108.55,30,12/6/2025,63,19285.55,1823,0,South,Enterprise
9/4/2025,CUST_A,INV-6871,19874.72,60,10/31/2025,-3,16046.82,3827.9,0,North,SME
9/5/2025,CUST_D,INV-6687,10842.83,30,12/5/2025,61,9835.46,528.9,478.47,West,Mid-Market
9/5/2025,CUST_A,INV-6511,7539.23,45,10/21/2025,1,7272.63,266.6,0,West,Mid-Market
9/5/2025,CUST_C,INV-6521,14603.33,45,11/7/2025,18,12452.27,1906.62,244.44,North,SME
9/5/2025,CUST_B,INV-6780,12252.34,45,10/21/2025,1,10454.15,1515.26,282.93,East,Enterprise
9/5/2025,CUST_D,INV-6870,15845.46,60,1/1/2026,58,14722.09,1123.37,0,East,Enterprise
9/5/2025,CUST_A,INV-6401,12507.26,45,10/20/2025,0,11624.31,782.12,100.83,South,Enterprise
9/5/2025,CUST_B,INV-6702,10533.57,30,10/5/2025,0,9951.85,503.86,77.86,West,Enterprise
9/5/2025,CUST_C,INV-6643,8977.08,45,11/8/2025,19,7700.61,1042.37,234.1,South,Enterprise
9/5/2025,CUST_C,INV-6206,14541.66,45,11/9/2025,20,13050.67,1279.36,211.63,West,SME
9/6/2025,CUST_B,INV-6622,12596.59,30,10/9/2025,3,11219.82,1131.19,245.58,South,Enterprise
9/6/2025,CUST_B,INV-6400,21465.35,60,11/8/2025,3,18292.07,2993.73,179.55,South,Enterprise
9/6/2025,CUST_A,INV-6989,5143.68,60,11/3/2025,-2,4886.28,0,436.35,East,SME
9/6/2025,CUST_E,INV-6553,7350.61,60,11/14/2025,9,6628.78,534.42,187.41,North,SME
9/6/2025,CUST_A,INV-6699,24529.74,30,10/8/2025,2,22778.8,1537.04,213.9,East,SME
9/6/2025,CUST_B,INV-6798,13717.49,30,10/4/2025,-2,12195.2,1465.27,57.02,West,SME
9/6/2025,CUST_E,INV-6383,19843.59,60,12/1/2025,26,18330.26,1513.33,0,East,Enterprise
9/6/2025,CUST_B,INV-6719,16568.17,45,10/22/2025,1,14812.72,1271.38,484.07,West,SME
9/7/2025,CUST_C,INV-6307,17444.94,45,11/13/2025,22,15412.4,2032.54,0,South,Mid-Market
9/8/2025,CUST_D,INV-6777,22889.24,60,1/9/2026,63,20469.29,2383.07,36.88,West,Enterprise
9/9/2025,CUST_D,INV-6508,11507.12,45,12/28/2025,65,9678.11,1630.89,198.12,East,Enterprise
9/9/2025,CUST_D,INV-6991,21523.5,30,12/11/2025,63,18007.97,3515.53,0,South,SME
9/9/2025,CUST_E,INV-6026,18766.77,30,10/20/2025,11,17675.2,708.77,382.8,West,SME
9/9/2025,CUST_B,INV-6083,12905.85,30,10/12/2025,3,10389.33,2516.52,0,East,SME
9/9/2025,CUST_C,INV-6880,11331.26,30,11/4/2025,26,9970.77,1170.61,189.88,West,Mid-Market
9/9/2025,CUST_D,INV-6438,22249.92,60,1/5/2026,58,20834.71,925.88,489.33,West,Enterprise
9/9/2025,CUST_B,INV-6127,15927.83,30,10/10/2025,1,15751.84,175.99,0,East,Enterprise
9/10/2025,CUST_D,INV-6454,13498.73,60,1/4/2026,56,12802.04,675.57,21.12,West,SME
9/10/2025,CUST_C,INV-6444,10727.88,30,11/7/2025,28,9413.81,876.65,437.42,West,Enterprise
9/10/2025,CUST_C,INV-6774,15464.42,60,11/24/2025,15,15451.75,12.67,0,North,Mid-Market
9/10/2025,CUST_D,INV-6105,6289.69,45,12/20/2025,56,5565.6,724.09,0,North,SME
9/10/2025,CUST_E,INV-6620,16104.1,60,11/26/2025,17,13399.69,2704.41,0,West,SME
9/10/2025,CUST_D,INV-6334,22019.97,60,1/3/2026,55,19755.61,2232,32.36,South,Enterprise
9/10/2025,CUST_B,INV-6833,18192.93,60,11/9/2025,0,15354.35,2838.58,0,South,Mid-Market
9/11/2025,CUST_D,INV-6067,14311.85,60,1/6/2026,57,13519.83,428.55,363.47,West,Enterprise
9/11/2025,CUST_A,INV-6061,7415.23,60,11/9/2025,-1,6225.82,1189.41,0,North,SME
9/11/2025,CUST_B,INV-6134,19489.35,30,10/13/2025,2,18495.5,993.85,0,East,SME
9/11/2025,CUST_B,INV-6779,6529.52,30,10/13/2025,2,5935.97,289.41,304.14,East,SME
9/11/2025,CUST_D,INV-6164,10263.43,45,12/25/2025,60,8619.67,1168.09,475.67,West,SME
9/12/2025,CUST_E,INV-6872,23876.63,60,11/17/2025,6,21492.76,2164.63,219.24,North,Enterprise
9/12/2025,CUST_B,INV-6284,11000.02,30,10/11/2025,-1,8965.92,2034.1,0,South,Enterprise
9/12/2025,CUST_B,INV-6560,5342.65,45,10/30/2025,3,4839.41,45.89,457.35,North,Enterprise
9/12/2025,CUST_E,INV-6011,6783.82,30,10/13/2025,1,6374.88,0,413.18,East,Mid-Market
9/12/2025,CUST_C,INV-6656,10756.56,30,11/8/2025,27,9003.38,1695.97,57.21,North,Mid-Market
9/12/2025,CUST_D,INV-6393,18201.32,60,1/8/2026,58,17746.39,454.93,0,West,Enterprise
9/12/2025,CUST_D,INV-6538,18000.9,60,1/8/2026,58,16207.15,1613.26,180.49,North,SME
9/13/2025,CUST_C,INV-6869,10821.96,45,11/15/2025,18,8749.32,2072.64,0,South,Enterprise
9/13/2025,CUST_A,INV-6203,22650.08,30,10/15/2025,2,20714.59,1935.49,0,East,SME
9/13/2025,CUST_B,INV-6944,5345.69,30,10/16/2025,3,4678.67,667.02,0,North,SME
9/13/2025,CUST_A,INV-6644,19213.13,30,10/10/2025,-3,18916.19,296.94,0,East,Mid-Market
9/14/2025,CUST_E,INV-6733,5527.62,45,11/28/2025,30,4425.74,1101.88,0,West,SME
9/14/2025,CUST_D,INV-6299,23797.47,60,1/13/2026,61,21360.4,2437.07,0,West,SME
9/15/2025,CUST_D,INV-6750,5710.48,60,1/18/2026,65,5620.37,0,103.48,West,Enterprise
9/15/2025,CUST_B,INV-6198,9416.08,45,11/2/2025,3,9121.71,35.62,258.75,West,Enterprise
9/15/2025,CUST_B,INV-6294,7855.95,45,10/29/2025,-1,6380.63,1286.74,188.58,West,Enterprise
9/15/2025,CUST_E,INV-6466,18291.4,45,11/18/2025,19,14633.25,3614.26,43.89,East,SME
9/15/2025,CUST_D,INV-6866,24584.13,30,12/13/2025,59,24556.7,27.43,0,South,SME
9/15/2025,CUST_D,INV-6961,21291.51,60,1/10/2026,57,20649.11,642.4,0,East,Enterprise
9/16/2025,CUST_D,INV-6979,19456.79,30,12/12/2025,57,15863.06,3298.12,295.61,South,SME
9/16/2025,CUST_A,INV-6403,20378.1,30,10/16/2025,0,17149.83,2735.28,492.99,West,Enterprise
9/16/2025,CUST_C,INV-6292,8830.09,60,12/4/2025,19,7606.64,1182.03,41.42,South,Enterprise
9/16/2025,CUST_C,INV-6911,16764.15,45,11/21/2025,21,15892.35,738.47,133.33,East,Mid-Market
9/16/2025,CUST_A,INV-6459,14147.45,60,11/16/2025,1,11656.88,2453.99,36.58,East,Mid-Market
9/16/2025,CUST_B,INV-6165,17577.95,45,11/3/2025,3,17059.09,518.86,0,South,Enterprise
9/16/2025,CUST_A,INV-6864,12033.05,60,11/13/2025,-2,10169.61,1390.02,473.42,North,Enterprise
9/17/2025,CUST_D,INV-6433,16001.37,45,1/2/2026,62,14375.78,1147.42,478.17,East,Mid-Market
9/17/2025,CUST_E,INV-6231,24003.26,45,11/28/2025,27,21114.08,2665.49,223.69,West,SME
9/17/2025,CUST_B,INV-6722,17925.06,45,11/1/2025,0,15236.74,2688.32,0,East,SME
9/17/2025,CUST_C,INV-6262,8787.56,30,11/2/2025,16,8496.38,201.73,89.45,West,Mid-Market
9/18/2025,CUST_B,INV-6068,15006.4,30,10/16/2025,-2,13979.96,568.3,458.14,East,Enterprise
9/18/2025,CUST_C,INV-6730,18924.28,45,11/20/2025,18,16997.82,1830.28,96.18,West,SME
9/18/2025,CUST_E,INV-6729,5975.73,45,11/24/2025,22,5098.02,877.71,0,South,Mid-Market
9/18/2025,CUST_D,INV-6473,22794.74,30,12/15/2025,58,20394.25,2326.85,73.64,South,Mid-Market
9/18/2025,CUST_C,INV-6801,22469.53,45,11/28/2025,26,19866.91,2602.62,0,East,Mid-Market
9/19/2025,CUST_A,INV-6623,5584.6,45,11/5/2025,2,4677.99,791.2,115.41,East,Enterprise
9/19/2025,CUST_B,INV-6829,24996.45,60,11/20/2025,2,21589.35,3407.1,0,South,Mid-Market
9/19/2025,CUST_B,INV-6010,22300.76,45,11/2/2025,-1,19383.87,2916.89,0,South,SME
