Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
2024-10-27,IT,216314,479531,134379,254946,104065,16891,81516,147563,114467,51568,861544,173037,141003,49,63,284528,4404384,1019690,2992999,737337,0.96,0.73,-2.92,43.43,-8.22,3.58,52.23,33.39,32.4,309430,8.88,193372,287644,361,23998,24271,352609
2024-10-28,IT,380969,459894,96434,84322,6819,167650,102415,179441,142968,-1266,283422,65868,171418,42,38,138748,3380482,2908667,724173,858855,1.1,3.17,28.21,-17.5,9.73,18.5,46.7,19.13,20.27,48346,5.61,158293,68981,3912,24674,51110,404987
2024-10-29,IT,433388,487658,69417,251263,125090,127872,15193,362820,269731,25156,862164,153772,112414,42,41,56610,4153964,1066703,1458362,1809137,1.31,3.17,13.69,46.07,-0.28,-2.94,15.98,48.19,15.82,473474,8.74,121510,23898,4833,169462,722678,475198
2024-10-30,IT,95773,446843,192236,98852,69353,76173,111622,329595,254425,-27313,471080,161920,68777,18,25,-634,1260739,3692687,1392657,286367,1.32,3.27,2.08,11.62,8.33,12.11,11.48,8.1,10.56,436854,9.15,133196,120153,1431,55432,831446,321839
2024-10-31,IT,493777,296033,98300,73985,15608,10046,6446,207435,64480,74025,634065,61864,191966,92,91,173506,654476,744534,1155685,968355,2.28,1.16,-4.55,12.25,23.78,-0.43,38.72,7.0,35.31,161449,5.44,44540,297115,1833,44664,946919,426432
2024-11-01,IT,119941,153218,66055,142269,25574,69586,-11481,348832,107713,8942,564898,87895,35743,81,15,179873,4084753,2700164,981676,1810715,2.23,2.64,27.72,38.78,-2.52,18.06,70.99,16.74,11.56,192937,3.7,186086,92154,631,167869,438712,134708
2024-11-02,IT,294799,503437,97819,217972,35396,47608,138395,263114,70056,63496,551232,19673,38742,12,48,181010,2541348,2466307,1607468,1880885,1.57,0.85,-20.59,19.54,-3.0,-1.6,47.21,20.84,21.85,293325,3.51,159533,216811,4387,41473,678519,465807
2024-11-03,IT,414520,462209,143697,204835,117736,71095,16909,130799,187456,38836,982575,36397,111047,97,106,97337,4578932,1915533,753046,93830,1.83,2.83,19.87,-13.67,-1.1,-0.86,68.2,14.57,14.27,221389,9.4,99794,172424,4262,141834,363560,246520
2024-11-04,IT,113689,129918,90149,176537,110448,152493,80454,159662,263031,-41140,527291,75888,54839,47,12,-67743,2293964,3239540,2455740,222646,0.87,1.46,4.09,7.41,18.12,14.12,79.24,18.81,20.46,284604,5.91,170351,203082,2495,97193,783562,328551
2024-11-05,IT,305388,217906,55863,130740,119156,196553,57501,201565,137228,62183,409675,63213,169760,23,99,-5122,1568502,2312144,486747,1902658,1.58,2.65,24.78,14.87,23.27,18.76,48.15,10.09,16.58,305149,9.02,78561,10460,952,179862,955132,249210
2024-11-06,IT,69536,252966,121700,258592,15951,158726,136311,159149,111048,53608,985881,177168,120393,62,53,-60811,3541826,3551503,1393775,816998,1.78,2.32,10.62,-15.88,-1.79,17.62,78.07,30.12,11.14,117946,6.33,87454,192338,3179,151416,732405,448060
2024-11-07,IT,389536,360643,50120,144386,32508,186692,106360,134892,189982,-9339,37321,22191,65168,21,86,-1151,1710757,3592831,1359089,296906,1.46,1.67,1.38,-15.2,12.04,0.29,10.45,44.59,12.39,362728,6.41,59326,141688,4023,78399,173090,430853
2024-11-08,IT,299681,193491,103897,123171,112197,134696,21280,356118,211893,97510,702488,74074,97301,44,52,186615,2391508,307146,2618368,1824193,0.22,2.07,-21.02,45.32,13.73,7.01,23.1,23.29,20.86,172445,9.31,197639,88409,2528,75130,955666,124390
2024-11-09,IT,142208,448621,181794,103050,79808,188963,77660,320349,182930,-48408,882916,81768,23342,86,17,-39730,2591180,3994734,1925421,1412781,0.68,0.61,12.11,-19.3,17.51,-3.51,33.58,16.55,23.14,27658,1.72,149076,93229,2181,171478,723953,258289
2024-11-10,IT,301498,207712,175381,227222,78824,151930,128743,45853,84623,12802,71486,53132,117280,107,80,60837,1295823,1607726,2304691,1809624,0.46,0.75,9.95,24.45,-0.76,11.59,69.44,16.65,39.07,448639,2.65,17026,213762,4307,127362,494203,44435
2024-11-11,IT,255250,543312,42522,66362,119497,56056,122319,83627,235607,94695,680831,150651,127515,52,21,242108,3684316,1631632,446420,134607,0.8,3.48,20.15,22.01,1.54,17.42,56.63,48.59,26.01,357579,5.17,64523,133971,2388,136508,830079,320834
2024-11-12,IT,135764,457463,85980,217617,23141,37008,-10598,236933,133677,-26630,511948,150215,181474,39,15,-15575,4494928,2540367,454483,1615088,0.46,0.98,10.34,-13.01,16.6,10.52,71.5,6.02,28.47,34356,9.84,136330,238610,4141,103820,118139,264086
2024-11-13,IT,294110,259173,163840,229224,112510,79760,99147,342748,231986,47387,84480,147658,199770,98,45,-58452,2497817,3295025,591432,75307,2.34,2.85,-29.85,41.05,15.15,-2.91,13.41,24.25,9.71,204154,1.12,158597,26595,416,98348,788577,344954
2024-11-14,IT,423522,206725,144170,292468,64342,90150,92787,337700,104988,77636,240926,100920,180894,51,91,276158,3784038,3967482,555930,1686725,1.11,2.13,11.5,-11.88,12.31,16.34,52.23,6.68,25.67,12660,7.36,124166,40334,701,64063,970943,485747
2024-11-15,IT,291956,237148,124573,169269,112663,53042,38101,81074,79747,-14485,502303,81310,11801,103,39,106132,2848224,3275197,1704237,714798,1.94,1.92,24.58,21.99,13.29,12.13,42.0,15.94,37.68,156900,1.93,163696,135219,4202,145814,615530,493369
2024-11-16,IT,67764,72107,195226,288123,137922,93574,45709,333760,123723,31800,459992,58155,43841,60,61,-62576,3827638,2375634,1880785,587273,1.98,2.63,16.61,-17.08,0.38,3.67,21.01,18.08,38.16,251997,6.83,24828,293137,1728,107913,147272,242334
2024-11-17,IT,399020,231532,22221,97947,132178,96025,126374,295470,76798,6160,402940,184606,176577,20,115,-40235,4260873,2611420,145447,276512,1.11,0.68,22.57,8.73,11.72,18.38,57.72,30.51,38.45,441827,1.38,5199,291524,4564,32636,143992,25232
2024-11-18,IT,366654,169502,102367,108335,45923,168156,139015,215833,248770,67415,455389,165896,56963,57,47,44475,414847,3175543,777811,1213082,0.35,0.55,-24.64,23.75,-0.23,8.77,47.29,46.4,15.39,80531,9.06,110618,172978,3045,63075,178195,27663
2024-11-19,IT,96494,135995,181685,263976,82781,25322,95052,174311,214447,-15627,723018,7395,191826,104,81,32699,3895975,2865453,2935760,1136247,1.53,0.76,-27.58,-6.1,3.07,13.25,37.99,25.34,21.4,292229,9.63,64146,296978,689,136623,769606,204543
2024-11-20,IT,327690,115322,155063,69643,105089,168863,106930,76578,241184,16856,551562,52582,15751,115,64,272791,3493268,638059,2663076,1911122,0.13,1.02,-18.1,15.5,16.98,11.35,29.91,28.0,5.02,234955,1.65,64243,205621,2243,53467,183546,87280
2024-11-21,IT,219947,165336,125929,84489,121471,54665,99460,229428,108593,74624,27342,49827,128216,60,65,117148,2282143,2287972,2514092,1206601,1.71,0.6,-17.76,29.14,0.06,16.02,50.62,27.82,37.91,40244,2.68,150656,97554,1655,57652,637818,324822
2024-11-22,IT,153406,199783,187409,61984,149638,57882,98963,294136,20950,47705,112035,97490,31446,66,68,273719,2197197,1319504,1268373,1446663,2.45,1.42,-29.25,13.82,14.61,15.14,64.27,42.12,22.01,277802,3.39,137664,266751,4369,41497,815559,385912
2024-11-23,IT,126860,233411,145529,272888,22352,172904,53862,124927,107948,35648,744749,165108,123997,36,40,200088,2632343,2062257,1720908,1501487,1.35,2.01,-26.97,39.83,10.1,12.48,78.92,38.13,13.79,202617,9.85,88378,105645,284,33553,349023,360348
2024-11-24,IT,112103,206658,173099,206591,18862,18961,81108,386086,276916,14245,199674,101990,140988,88,96,272363,854589,2289603,2272571,1921519,1.92,1.51,-2.44,10.1,-0.37,9.53,45.22,24.96,38.6,95523,9.52,22931,226361,3484,78377,39802,489741
2024-11-25,IT,295881,381454,196235,223830,101139,149510,-5894,129315,175225,57781,41343,107583,94752,42,108,202787,2665058,826116,184386,254985,1.8,1.72,-11.15,-15.64,15.51,7.47,23.05,34.03,14.1,159054,7.18,99602,79210,4838,99411,525404,20380
2024-11-26,IT,370293,178635,55374,163890,33198,162692,54647,328884,28559,6896,692157,189273,43873,116,11,-87551,4317965,686751,1777819,639342,2.16,2.1,-27.1,5.63,22.11,10.74,70.2,11.8,26.97,410859,1.42,86824,28469,558,138285,290282,162608
2024-11-27,IT,165439,197649,34787,146096,73985,118614,131968,311359,145743,10133,666191,10301,81565,30,65,-6695,3393529,1743249,679936,164092,2.35,3.13,-16.88,-18.07,11.75,17.89,47.0,25.39,35.85,385206,3.26,149725,5401,136,56998,952650,83688
2024-11-28,IT,223027,183512,80193,198888,63120,131740,21026,300383,274683,43148,127267,24291,105944,36,29,88773,3986297,1240150,516680,1286657,1.1,0.59,22.64,46.08,6.11,12.21,71.84,35.38,15.42,208963,7.7,193286,61706,804,65496,775095,47938
2024-11-29,IT,371432,75080,182970,261451,20078,141391,-7397,248269,194104,48811,987218,60319,84204,63,14,-38331,3961286,1892278,1213763,223379,2.59,2.51,1.76,37.78,-2.64,-3.53,15.75,10.11,36.76,388504,6.36,143760,258136,2547,86693,90734,155997
2024-11-30,IT,397171,325725,131785,174239,104035,199555,48551,98897,89509,-49265,517568,82387,63843,109,38,-25594,3525896,3189367,1616032,1576942,2.52,0.87,25.51,-7.61,16.41,5.53,59.2,27.44,36.36,176071,7.49,109891,105141,4253,46827,130292,492609
2024-12-01,IT,172870,372288,120444,135435,62793,159847,-19333,383582,206345,-20192,292391,13969,59082,49,70,166847,4702258,851866,997200,1499205,0.34,2.87,16.13,-14.98,22.86,18.22,54.38,10.86,18.88,271651,3.56,91316,159818,4060,190844,131616,478193
2024-12-02,IT,264036,363589,40325,115909,52296,175752,19277,115980,248719,3842,76757,15260,107159,110,63,71930,863324,395684,1861265,508156,1.47,2.19,21.35,26.52,14.3,-0.07,10.71,30.22,22.66,53162,7.61,179333,60358,4337,48150,321239,123885
2024-12-03,IT,295618,398252,189817,103350,128703,100365,113835,90211,52817,64118,140018,122762,13276,44,103,-63916,2594137,2594660,2450172,1677045,2.99,3.26,-25.41,33.08,14.06,18.36,56.21,20.52,27.17,233940,4.2,156987,83242,1460,160068,932592,331542
2024-12-04,IT,224174,273531,108361,91176,94913,97544,129813,93618,123493,-19075,602940,17383,178694,58,17,86878,2400360,588969,2281151,256038,0.77,2.51,24.17,24.64,-4.94,7.93,24.16,35.78,24.44,474781,9.45,165953,7498,4285,191116,152717,88223
2024-12-05,IT,210781,417348,110459,95302,94123,85748,-17495,87618,214063,-32703,488633,166311,42173,32,64,4294,3429063,1763649,1081687,1896085,1.5,1.43,10.36,44.98,-1.87,10.69,14.73,19.77,6.36,46336,2.51,53536,288430,2513,75385,906944,189096
2024-12-06,IT,144135,383379,27080,201942,82696,86894,13342,397318,239436,75020,449480,79827,162165,66,103,266727,2079086,2827467,2329843,1640772,0.29,0.76,18.58,5.98,-3.12,8.75,54.0,33.66,39.19,363698,8.27,90827,20322,3918,129228,759469,421263
2024-12-07,IT,72020,288155,169223,73587,133345,117098,61500,281592,291503,27435,218923,157901,97971,47,16,165386,2642695,1515805,752688,1487953,1.49,3.27,-9.66,-12.69,23.91,12.75,41.08,40.22,25.76,371921,1.27,40352,178046,251,162565,886583,145892
2024-12-08,IT,210033,159237,198125,53154,126554,48266,63836,189762,264118,1768,765051,153920,44087,103,33,225241,1528969,1818877,391900,815503,0.89,0.52,-2.76,46.69,-3.79,5.65,53.08,49.5,24.28,158822,4.28,128371,31959,4659,104805,762216,389609
2024-12-09,IT,71730,463841,31812,148588,6434,62657,995,207120,283463,72059,353621,177545,47953,71,33,-36982,4708159,2304239,2496710,386484,0.33,1.97,13.75,28.67,-8.7,11.75,14.18,41.55,33.6,223518,1.97,176920,215864,774,86517,110138,114915
2024-12-10,IT,254898,448067,193951,23685,54074,180923,115286,317316,242451,-36289,568529,195983,144426,33,28,184006,253611,1822896,2844108,1688876,0.17,1.21,-12.38,15.73,-5.87,16.12,12.9,44.38,7.74,224343,4.23,161612,24554,1287,22942,307462,163753
2024-12-11,IT,450354,489185,159847,223209,118263,150333,76175,66863,296804,-45181,729510,144893,64497,37,106,107868,2727807,2491903,1452100,1246207,0.46,1.66,12.76,16.68,15.31,1.64,32.54,41.7,8.77,494468,1.97,66571,48606,1937,137108,792605,24335
2024-12-12,IT,180854,447495,109402,49630,124581,7965,-1434,189135,159175,78720,370809,144141,81005,40,19,191864,2079864,3055434,1356268,1128413,1.42,3.3,21.03,15.14,22.83,4.22,17.65,28.52,15.56,476912,9.45,55703,58438,4897,148302,64574,134288
2024-12-13,IT,132765,467069,161333,256758,14526,191049,146521,84868,92794,99503,625056,61007,88413,114,109,-25978,1619688,946766,1771169,815587,0.83,2.95,-10.46,34.15,-1.66,14.58,19.34,29.52,27.0,345602,9.9,161495,116299,4856,87328,562421,275356
2024-12-14,IT,323295,315625,114378,114517,96881,93221,148672,278295,66614,25444,404008,170131,142651,79,115,4925,1690437,1383092,1611084,1307485,0.91,0.68,-15.97,27.41,19.84,1.59,69.0,16.77,25.73,75712,5.01,135568,33906,2071,125707,184161,285309
2024-12-15,IT,105839,278590,169086,185520,50797,146325,79971,241884,144597,-24838,135041,183164,90998,115,61,-14863,2669122,1908675,2435110,122079,1.99,1.09,-16.65,44.52,18.75,-0.88,38.82,41.77,22.14,158305,3.9,70675,99919,1005,26999,389167,328181
2024-12-16,IT,278921,467445,165525,196411,63146,41065,106778,67106,69265,-45263,605107,126541,107543,104,26,-47307,298161,1329210,2024893,771052,0.45,3.01,20.11,27.62,-0.01,-1.64,50.64,9.22,28.24,85926,3.09,33949,59383,367,91067,393017,134449
2024-12-17,IT,303940,209633,21240,11494,36636,162732,89663,322095,81418,-41212,961867,27810,109396,119,71,7924,3819770,1575320,496637,267211,1.2,1.95,-15.86,0.22,-2.28,6.83,74.96,41.89,34.85,161295,2.34,106122,25708,1885,147454,30062,380888
2024-12-18,IT,424838,519164,117864,47994,139443,132984,38363,368350,250788,19240,41421,173405,143900,36,78,12357,662703,316845,287574,684101,1.97,3.45,6.96,32.76,-8.37,-1.48,17.81,21.73,31.56,111321,5.34,159209,277549,3911,158650,291772,342397
2024-12-19,IT,100234,352153,102510,187166,111284,89269,69689,51712,280388,39374,315361,159978,50099,59,12,103618,1082616,3879832,2002142,1474430,0.27,1.02,-15.11,5.74,-6.38,17.2,14.08,32.14,13.36,278250,4.35,92219,228986,1943,153460,38005,143639
2024-12-20,IT,177080,229082,143800,87387,111701,72872,68149,307088,121371,76967,390734,32400,77937,101,115,265696,306557,978679,865042,1611009,2.85,3.39,-10.0,27.46,8.21,11.9,72.85,35.75,31.91,397708,6.01,78637,220856,2805,198364,76917,382170
2024-12-21,IT,435864,409980,112675,97983,128407,98435,21031,337794,121099,64445,17029,29796,110511,102,99,11254,1899417,415478,350407,1130799,0.34,1.04,7.79,25.19,24.28,2.97,19.67,11.34,27.31,432470,2.76,175636,271582,3112,94678,126458,216268
2024-12-22,IT,243772,197539,78099,237076,25900,173643,139404,292460,279985,-1305,166557,166212,77619,38,107,69401,2150444,3128611,1487803,152834,0.64,2.34,-17.97,7.97,-0.09,0.57,23.86,40.99,11.85,190050,3.28,53687,190660,486,103968,948426,11605
2024-12-23,IT,89084,222857,47920,208615,31510,187761,58580,331850,89522,-42286,271798,167785,22572,41,32,-5979,3644309,3144716,2374297,544064,2.61,3.11,25.04,23.65,22.35,3.93,43.59,5.86,8.48,302276,7.57,115352,126863,3706,33527,405025,209819
2024-12-24,IT,432027,255097,98347,164917,63338,136892,35678,245869,194150,14490,356597,67260,126746,59,12,58961,2060375,1124747,151544,1965407,2.8,2.17,-23.11,3.84,11.4,9.76,54.89,28.15,32.09,292675,7.63,5367,228605,2133,197835,346453,423198
2024-12-25,IT,355051,341919,64614,167881,40179,81308,8126,87460,289947,64887,605911,121537,154998,47,25,146381,3677294,428132,795071,354574,2.74,0.56,2.15,5.08,-7.37,-0.92,74.13,38.82,11.55,38896,2.98,74532,137735,1228,80220,363358,288147
2024-12-26,IT,478092,351649,125220,66354,86305,164911,139552,243913,133842,-27996,894062,5196,108447,92,11,158758,3456363,3348041,295273,971536,1.69,1.6,2.96,-16.38,24.9,6.65,37.84,15.56,32.9,270847,2.91,15532,138316,4792,138690,80873,179648
2024-12-27,IT,423945,409933,56983,144729,6194,47620,94099,194166,104320,80406,302762,17157,51560,26,19,17989,1925720,1802177,1604139,1200215,2.68,2.79,22.22,19.17,24.92,0.17,33.8,9.07,19.06,262338,7.36,186808,198003,4365,184445,970207,133263
2024-12-28,IT,328094,95764,42995,20529,28325,157399,148591,123379,52564,-46847,55661,29017,194946,11,41,163614,1220843,707128,574333,1507415,0.66,1.21,-8.36,-15.64,-1.02,7.15,65.32,35.0,38.49,276545,6.25,59234,164904,881,199415,564054,390644
2024-12-29,IT,171754,379270,93404,250638,36193,6964,21419,210816,101353,-18771,437548,97651,126732,70,11,-81110,755991,2307471,1683426,1598027,1.63,2.42,-14.47,-10.75,24.58,5.27,18.02,24.13,29.36,367773,6.88,191968,9063,4746,199453,949069,350430
2024-12-30,IT,51441,280951,46163,230269,105462,193880,136361,212721,177084,51553,208719,161529,190454,73,29,163081,4928514,2975346,1532041,381094,2.01,2.52,10.24,27.27,18.63,4.65,32.37,39.47,24.61,448503,6.26,187777,79371,1749,95191,475681,28843
2024-12-31,IT,218666,81714,91754,188003,103681,155948,74865,112621,138662,65682,942266,16230,87978,41,59,-4114,4941788,2061180,745514,1055444,0.45,1.63,-15.92,20.76,14.37,10.85,77.76,30.57,34.79,457807,9.09,76343,240400,3405,150559,146342,23552
2023-01-01,Marketing,119120,125239,23605,148290,5711,95614,19531,179922,228218,-17573,798960,152860,152531,15,92,282690,371683,1029755,613657,1635602,2.98,1.63,-23.86,47.07,17.79,8.25,42.5,32.49,13.51,219409,9.21,43183,183605,2564,141822,377275,299683
2023-01-02,Marketing,246069,489911,162220,122755,135069,89570,22993,50578,236504,-46403,387937,7530,87235,89,59,269690,147437,2242115,467541,1422868,2.1,1.2,-3.25,-19.8,23.08,18.56,16.78,10.75,15.11,239989,7.55,108510,133447,3307,163129,339787,174224
2023-01-03,Marketing,214359,275932,159920,171307,65607,24536,27492,138125,290067,-34542,559419,97448,159839,83,22,-53259,3000038,3719188,1833153,889838,1.66,3.43,-23.7,48.4,23.74,17.79,21.55,29.65,27.27,477368,3.62,98323,45616,2951,167080,490181,113951
2023-01-04,Marketing,493438,117656,79131,12460,126983,183294,148039,53682,221433,1461,991615,86249,15813,83,25,173986,4874915,2648026,2502735,590819,0.23,1.71,8.55,15.36,-1.92,14.24,55.4,35.95,25.03,400013,8.38,13311,186883,574,49996,316850,44303
2023-01-05,Marketing,185302,62403,163492,97913,6323,59741,121539,212432,202956,-811,376347,189654,16865,14,67,103431,1696284,1832299,2093958,1554932,2.93,1.69,-13.29,-0.45,1.12,10.78,15.84,35.68,5.02,104185,4.72,135661,223703,1801,47310,568759,493035
2023-01-06,Marketing,194921,347161,104819,77285,28878,33963,-472,378452,216215,-25940,672800,27789,138781,117,87,156525,3919617,957339,2889544,386757,0.7,0.58,-29.04,34.96,22.15,3.24,11.88,40.18,13.99,332802,1.89,143649,6858,741,134544,417759,220168
2023-01-07,Marketing,368981,70080,63355,47019,77526,74735,115047,44967,265640,87954,421144,58861,102297,55,37,92177,1600668,1154614,1713567,1299944,0.65,3.07,-0.41,-5.23,24.73,7.49,23.68,19.39,20.13,174043,3.96,88748,96129,4281,78846,801151,491443
2023-01-08,Marketing,193498,271754,83080,49471,123768,58221,45654,210370,136908,-4449,212763,89987,193643,51,47,22336,3547980,1048506,1208356,1991744,1.88,2.26,-26.81,5.01,-0.54,0.81,78.31,33.4,18.41,371092,2.59,23707,290819,3949,188617,665587,217649
2023-01-09,Marketing,134746,531197,29358,295386,89918,178584,-15432,268724,163722,59568,848899,118933,149655,49,91,194536,986050,1994736,580185,1861224,0.93,0.82,-24.75,7.5,-9.29,15.92,14.88,26.85,33.18,48113,9.27,95423,186538,1014,182168,750926,175407
2023-01-10,Marketing,280270,213459,27155,72811,116956,144978,14770,278639,231341,-10044,434874,53931,189328,60,62,212820,4000959,2375435,2331418,1178228,2.7,2.33,21.54,19.28,0.92,17.26,23.63,45.85,38.04,224976,9.55,141645,152021,1163,198778,912531,365196
2023-01-11,Marketing,303388,214317,145150,41357,93041,77114,103135,104847,96133,-40907,451631,128144,198191,55,22,-46291,4680330,2521258,1274936,1237507,0.62,3.48,-24.88,49.46,0.74,14.94,71.36,28.82,22.69,95628,8.65,35306,154989,1026,154790,687483,380148
2023-01-12,Marketing,166642,507067,182831,124815,68974,144375,28898,168122,156307,-15780,84526,31295,62152,28,78,87575,1388362,2585265,1020612,908535,1.51,1.41,-25.77,42.29,-4.43,15.05,10.56,17.81,7.95,165040,1.59,187301,57356,4605,138259,457553,109556
2023-01-13,Marketing,281939,492802,112141,272095,45700,180698,88631,221856,289913,29442,865838,183907,141381,15,31,7926,2600720,2197243,845043,1687534,2.6,3.45,-0.94,21.28,16.03,19.43,11.44,7.8,38.74,92563,7.1,43841,123889,1957,161686,841378,316111
2023-01-14,Marketing,224079,393258,37461,282626,103924,127921,46550,201290,183616,-23747,483661,68193,82360,112,54,91088,1818377,3982360,125961,248489,1.79,1.99,11.1,-9.07,-1.66,9.26,30.08,39.43,13.93,292095,6.49,72879,96486,4576,137536,556466,337315
2023-01-15,Marketing,145949,163556,50322,248443,59151,34082,82441,264343,52216,10093,312642,77671,140289,69,79,81439,3199109,3408427,490053,71104,0.96,0.94,-18.47,7.99,-0.91,7.38,68.65,17.63,21.56,389886,4.86,87896,198447,4972,144561,343478,319719
2023-01-16,Marketing,328374,509594,101813,100500,72211,138360,-1542,375546,162555,84250,121795,69338,96830,98,114,276905,2523455,3978300,1041362,324710,1.31,1.93,-6.9,49.47,4.72,12.32,45.5,30.87,27.16,169074,4.81,186180,192727,3929,187776,509709,412191
2023-01-17,Marketing,126835,364328,107707,33955,33583,73974,11658,138601,210495,54223,454270,199222,63782,107,83,178727,3315383,3979112,2109317,1033622,1.98,2.78,-14.76,-2.68,5.65,19.35,30.77,28.65,17.8,422034,1.67,42178,230886,4429,170720,282205,125986
2023-01-18,Marketing,475929,533170,71110,168967,81346,102777,39924,329963,264769,82337,968425,16862,14181,100,43,55993,2362139,2791149,2040506,1914563,1.57,2.24,20.94,0.96,-9.15,9.56,27.25,20.15,30.29,290427,4.99,154487,92861,433,158595,453943,435285
2023-01-19,Marketing,229621,153063,198479,180025,94946,48098,101321,217378,271229,-17303,666445,78767,170280,39,103,194672,3329966,798065,667561,1139072,2.97,2.57,26.58,32.39,14.32,18.44,21.15,32.59,19.11,392191,2.97,111206,110093,3153,71033,224637,125776
2023-01-20,Marketing,257957,300569,90041,151840,55844,196890,138658,164769,65360,81466,309881,43361,193120,118,106,55747,295601,2090874,2969776,301552,2.24,1.15,-24.45,7.4,22.25,9.61,71.91,14.6,18.52,474779,9.36,80855,269794,4743,198188,65553,47149
2023-01-21,Marketing,280297,113658,171385,172947,38922,162872,25407,103477,279827,57511,362530,49362,36429,32,13,184041,909616,277265,216350,467060,2.67,2.21,-0.2,42.59,5.2,1.52,60.78,25.36,29.69,436844,3.06,71678,159130,1182,49484,380530,84017
2023-01-22,Marketing,191120,139008,67797,245072,51583,130677,22329,67486,278503,97529,162268,162861,86739,98,57,-12675,1710436,420139,2047018,456043,1.99,0.6,27.86,-17.45,5.85,1.25,57.49,14.46,7.73,106487,5.06,90620,33860,3111,43518,106491,74453
2023-01-23,Marketing,60748,400376,38158,164786,20637,90319,52709,38044,156600,68059,733104,189627,190492,21,28,116247,4814103,3354655,310017,1012945,2.22,2.6,-7.1,-18.78,22.2,12.05,69.08,36.13,7.58,372214,5.36,175287,189445,307,182048,158593,284768
2023-01-24,Marketing,124911,409952,99062,61561,60429,41743,53997,283864,234091,15935,639294,151391,87421,96,46,-96843,3429859,2178759,2363316,1726555,1.05,1.84,28.23,19.9,22.78,2.79,19.46,31.66,16.88,105208,6.71,134155,297540,498,62312,52492,385694
2023-01-25,Marketing,125786,259049,25594,209776,138270,37235,19675,181523,172865,-4093,750144,130516,115466,70,72,-26932,1332229,1979517,682390,413915,2.35,2.57,5.72,43.67,8.05,19.14,58.95,14.48,6.3,337249,3.95,15414,27662,2119,75792,808743,287581
2023-01-26,Marketing,132367,270611,83903,242879,55217,153879,11372,233681,36932,54215,361531,56249,152191,24,80,-35519,2954876,1796521,1763250,1049803,1.78,1.78,27.81,-7.94,7.32,2.81,35.39,35.99,26.34,367515,7.0,56821,243972,2666,40840,984111,415170
2023-01-27,Marketing,91305,450316,39181,32564,102755,76097,37490,177066,206027,-35548,247126,174575,100151,97,31,299113,3642540,2314415,318955,1110935,1.9,1.16,10.66,37.46,17.35,1.1,40.69,7.4,25.37,140053,7.2,159895,98180,3067,155697,850152,158921
2023-01-28,Marketing,324682,482194,189618,43186,26828,37405,103360,38989,80561,-34368,572817,48808,189929,46,48,-2809,4596278,1752947,1813098,416788,0.21,3.35,12.19,30.32,21.72,-0.99,25.26,19.48,26.71,337760,9.7,156226,252197,2822,38314,430983,76281
2023-01-29,Marketing,414130,270813,165025,97103,95995,11889,7696,354250,254369,45305,57272,131283,105833,39,83,220670,440587,1004366,2666191,696885,1.55,3.36,19.91,27.39,-0.12,2.9,58.93,6.51,20.11,402202,5.31,105111,15601,2854,55179,900654,181703
2023-01-30,Marketing,355414,99271,72599,179451,133346,10519,125406,126642,227544,79902,217733,147415,102286,46,35,4539,2705257,1643737,2669084,796392,0.72,0.73,-11.83,10.61,22.26,-0.8,64.44,15.35,24.0,51856,4.03,67580,225031,2005,65964,829910,321290
2023-01-31,Marketing,189574,170222,112399,164159,52788,188464,8586,83850,139604,-33260,534147,99203,84516,23,18,39151,2530192,2660110,319356,635770,1.76,2.09,29.0,42.84,17.89,-0.82,26.24,35.11,7.27,140191,6.05,124796,296211,3458,156997,929762,496619
2023-02-01,Marketing,181872,66557,63079,174071,136896,11137,59359,162212,152118,39393,79684,138898,98848,29,37,236935,2232760,3114352,391975,832580,1.76,1.93,-13.75,24.8,-7.06,19.94,38.52,27.85,36.11,136514,8.34,8466,165444,2689,115443,41439,474446
2023-02-02,Marketing,123207,361574,88132,275232,76563,190203,2653,148790,253106,-2298,59144,114817,139098,55,11,250935,3995523,3022765,2430413,1628473,2.54,1.14,28.84,14.73,-2.08,18.79,13.19,18.37,6.08,383236,3.67,71132,70967,2509,80449,555275,490966
2023-02-03,Marketing,271137,132992,49715,135979,142254,170706,557,46041,96130,28225,893823,68720,166040,99,101,143918,1810315,340813,1953053,1825342,1.23,1.63,28.72,4.74,24.94,16.53,59.76,9.16,16.92,155791,9.59,121783,47417,3727,158469,800234,470571
2023-02-04,Marketing,354663,279879,162696,88268,56079,90388,139105,47079,87216,-17053,547269,70867,160374,104,88,243181,3082066,1059314,1179926,60444,1.33,2.59,-11.51,-18.12,2.51,18.72,70.2,47.41,33.54,114609,6.44,143083,272632,2230,117348,547491,316944
